,business_id,name,categories,stars,review_count,latitude,longitude,postal_code,init_cluster,cluster
1549,16Hu7lGwIy_zpfYPpVwAKQ,76 BBQ,"Restaurants, Barbeque, American (Traditional), Food Trucks, Food",5.0,31,45.4786589,-122.5677542,97266.0,2,0
4114,-gPYgcoIndVclg3G3MCfAg,The Slab,"Food, Coffee & Tea",5.0,31,45.5170115,-122.6758329,97204.0,0,1
4574,7Cz9ft-iDAO-0XurUxPTyA,Stem Wine Bar,"Arts & Entertainment, Tapas/Small Plates, Brasseries, Wine Bars, Nightlife, Bars, Food, Tapas Bars, Wine Tasting Room, Restaurants, Wineries, Food Delivery Services",5.0,31,45.551155,-122.6751864,97227.0,0,6
4700,y2qzm0Nc6wyjx3JGjX6Q_Q,Favela Brazilian Cafe,"Coffee & Tea, Restaurants, Brazilian, Food, Bakeries, Juice Bars & Smoothies, Cafes",5.0,31,45.4948458,-122.6079986,97206.0,1,0
2215,s7OHtd9SForVyC43aIZ6UA,Atlas Scoops,"Food Trucks, Food, Gelato",5.0,30,45.4656280873,-122.6533839785,97202.0,1,9
2823,MtU7tS0GEkbuLs9sU2zDUA,Swirl Cheesecakes,"Bakeries, Desserts, Food, Event Planning & Services, Caterers, Custom Cakes, Cupcakes",5.0,30,45.5419699,-122.6486134,97212.0,0,6
5684,-tBCXprT_Fj8N8b5Q4B3BQ,The Big Dilla,"American (New), Food, Restaurants, Vegan, Mexican, Food Trucks",5.0,30,45.5881666,-122.7444808,97203.0,3,7
4335,zolEQvdBfNaiXAMc_OfekA,Sugar's Barbecue Catering,"Event Planning & Services, Food, Restaurants, Caterers, Barbeque, Food Delivery Services",5.0,29,45.6008356,-122.760606,97203.0,3,7
5235,WCiBGRjGiXAZnRRCC9Kg_w,Azar Indulgences,"Specialty Food, Food, Chocolatiers & Shops",5.0,29,45.5172726,-122.6811392,97205.0,0,1
5573,8C0O1V0nQkRpmiFYsQruog,Cascade Fare,"Restaurants, Wine Bars, Nightlife, Bars, American (New), Cocktail Bars",5.0,29,45.4926227,-122.6764457,97239.0,0,1
994,_ybAYTfeL9Q-RVEbGWzBzg,Hungry Heart PDX,"Caterers, Ice Cream & Frozen Yogurt, Restaurants, American (New), Comfort Food, Breakfast & Brunch, Bakeries, Specialty Food, Hot Dogs, Food, Event Planning & Services, Pop-Up Restaurants, Cupcakes",5.0,28,45.51946,-122.581297,97215.0,2,0
1312,h2mKaLLqQgNvkrGLDlf_HA,Peri Koshari,"Vegan, Food Trucks, Kosher, Egyptian, Middle Eastern, Local Flavor, Food, Restaurants",5.0,28,45.5127908,-122.6548734,97214.0,0,2
3935,B-h-aa8t5uZ0ML1DnudpYA,Green Bridge Coffee,"Coffee & Tea, Food",5.0,28,45.529671,-122.659161,97232.0,0,1
4849,UG0V1UsKrpuU6UPHMlKRWg,Rawdacious Desserts,"Vegan, Gluten-Free, Caterers, Live/Raw Food, Event Planning & Services, Food, Desserts, Restaurants",5.0,28,45.555941,-122.620139,97218.0,1,8
7073,sNc2RO0QKitsxiKm1ZGewA,veggie bowl,"Vegan, Gluten-Free, Restaurants, Vegetarian",5.0,28,45.5201217,-122.6735625,97204.0,0,1
228,KSZ2btjDp16TVKwrFNjyOw,Cheese & Crack,"Food, Street Vendors, Food Stands, American (New), Restaurants",5.0,27,45.5120607,-122.6305715,97214.0,1,2
835,UuPR1FL_l2d_TEect3eJTw,Baghdad Iraqi Grill,"Restaurants, Middle Eastern, Food, Food Trucks, Mediterranean, Wraps, Fast Food",5.0,27,45.5211288,-122.6812121,97205.0,0,1
2413,W4Z5K7toFD2ASBC59oRJ1w,Farmer and the Beast,"Food, American (Traditional), Restaurants, Food Trucks, Vegetarian",5.0,27,45.5362156,-122.7000932,97210.0,0,1
3834,FUbc0lHZ9-j4ZG6-d0FA7w,Rose + Lincoln Juicery,"Food, Juice Bars & Smoothies",5.0,27,45.5118855,-122.6299544,97214.0,1,2
4509,2b4770wCFmRvJ1dJtUQjog,Refuge Coffee House,"Coffee & Tea, Food",5.0,27,45.4797586,-122.568015,97266.0,2,0
6127,-g3Kon_RVEpjRvv13ygEuw,Biscuit Rambler,"Food Trucks, Restaurants, Breakfast & Brunch, Food, Sandwiches, Desserts, Comfort Food",5.0,27,45.540501,-122.609358,97213.0,1,8
6572,mjwXW5fnLFTomJAczubNiA,Ovation Bistro,"Brasseries, Pizza, French, Modern European, Breakfast & Brunch, Desserts, Food, Sandwiches, Asian Fusion, Restaurants",5.0,27,45.443494,-122.640256,97222.0,1,9
6697,UuEZ29ZoOxEFgXAZch7LNA,Willamette's End Coffee,"Food, Desserts, Coffee & Tea",5.0,27,45.5812358,-122.7199203,97203.0,0,7
1156,juoPjr0pefqQLuz_tnZz2w,Rocoto Peruvian Kitchen,"Food Trucks, Restaurants, Food, Peruvian",5.0,26,45.4199994962,-122.7856665397,97223.0,3,5
2799,paLfnK14eROvd5gxYY2ziA,Mole,"Mexican, Restaurants, Food, Food Trucks",5.0,26,45.5369556,-122.7061033,97210.0,0,1
4417,M9-FEvZjHD6WGCSDWlK2lQ,Samo's Bistro & Market,"Restaurants, American (Traditional), Middle Eastern, Delis, Mediterranean, Greek, Beer, Wine & Spirits, Food",5.0,26,45.5557124,-122.5885707,97218.0,2,8
5724,zCt51MgDp29ccws_CPXapw,Gypsy PDX,"Food, Food Trucks, American (Traditional), Sandwiches, Burgers, Desserts, Comfort Food, Restaurants",5.0,26,45.4669579,-122.713535,97219.0,0,5
7181,2JKien1H998FluEYs0xIrg,Buranko,"Cocktail Bars, Asian Fusion, Restaurants, Bars, Nightlife",5.0,26,45.52094,-122.6722,97204.0,0,1
155,-liZt9xZNvnT0tHW0XTwQA,Kate's Ice Cream,"Vegan, Food, Ice Cream & Frozen Yogurt, Restaurants",5.0,25,45.5283148,-122.6386321,97232.0,1,2
162,FFC02nfYzACZoqObr6tP1g,Village Patisserie,"Desserts, Food Trucks, Sandwiches, French, Bakeries, American (New), Restaurants, Food",5.0,25,45.464174,-122.654402,97202.0,1,9
1767,PajjOtTzHfADMAq1FH_igQ,PDX Liquor & Wine,"Beer, Wine & Spirits, Shopping, Tobacco Shops, Food",5.0,25,45.5738744,-122.560091,97220.0,2,8
2788,Dat87jt7RYI2KBGxHOPynw,Gracie's Apizza,"Pizza, Restaurants, Food Trucks, Food",5.0,25,45.591164,-122.755474,97203.0,3,7
2944,enOi_4awDqXwUKZjh6B3UQ,Kiss Coffee,"Food, Coffee & Tea",5.0,25,45.5661569,-122.6345221,97211.0,0,6
4412,PINq-nOxRswPXzPl32Xbbg,MoonBrine,"Specialty Food, Food",5.0,25,45.5046484,-122.6554389,97202.0,0,2
4820,OCFkXgSqTPmSlg3Nr6OJQA,Sabor De Mexico,"Mexican, Tacos, Restaurants, Food, Food Trucks",5.0,25,45.5264038865,-122.501305816,97230.0,2,4
6400,etRgXrT-5_WbuW1WjmpnCA,Churros Locos,"Desserts, Event Planning & Services, Food Trucks, Food, Caterers",5.0,25,45.5205043,-122.707349,97205.0,0,1
6626,fk4kuPA3fN1q9l4g6iGqbw,Zeds Real Fruit Ice Cream,"Food, Food Trucks, Desserts, Ice Cream & Frozen Yogurt",5.0,25,45.50498,-122.651648,97202.0,1,2
176,f7OU-Qdx4RDl7uP1Dpj6VA,Dirty Lettuce,"Food Trucks, Food, Restaurants, Cajun/Creole, Vegan",5.0,24,45.5612127,-122.6200325,97218.0,1,8
967,1Zr95QWX9FWh396P5aVSKg,Bar King,"Coffee & Tea, Restaurants, Seafood, Breakfast & Brunch, Bars, American (Traditional), Bakeries, Food, Nightlife",5.0,24,45.5175883,-122.6593993,97214.0,0,2
1456,As17E38mo4DIKeqA3yBdWQ,Gluttony,"Food Stands, American (Traditional), Breakfast & Brunch, Burgers, Restaurants, Food Trucks, Food",5.0,24,45.4993622,-122.6110972,97206.0,1,0
2803,bwusmOhe0KEmIumFS4R8nw,Kabba’s Kitchen,"Senegalese, Food Trucks, Food, Restaurants, African",5.0,24,45.5493523,-122.6618556,97212.0,0,6
2921,iotBU9jCxGscNEO0GLkS_w,Berlu,"American (New), Restaurants",5.0,24,45.5166274,-122.6595873,97214.0,0,2
4630,HkVKHDwcKOSFWogsV0CJMg,Botto's BBQ,"Restaurants, Turkish, Caterers, Barbeque, Event Planning & Services",5.0,24,45.5004212,-122.6539542,97202.0,1,2
5829,xNF5GBzKWG4iFK0fRkzVHg,Seven Bridges Winery,"Wine Tours, Hotels & Travel, Wineries, Tours, Arts & Entertainment, Food",5.0,24,45.5394217,-122.6783201,97227.0,0,1
6522,eSqE-m2Iwh7Oe2PSeuC3Pg,Twisted Gyros,"Food Trucks, Food",5.0,24,45.5266975,-122.6880503,97209.0,0,1
1790,y2gFcAVBXmVxFXAugRe5ig,Scrumptious Crumpets,"Food, Coffee & Tea, Juice Bars & Smoothies, Specialty Food",5.0,23,45.4710685001,-122.6482689133,97202.0,1,9
2281,HLGww9IEU2BAxthBENg7eQ,Coava Coffee Roasters,"Food, Cafes, Coffee Roasteries, Restaurants, Coffee & Tea",5.0,23,45.5138759,-122.655361,97214.0,0,2
2773,65DKFmW1QWlV9etuODtKTA,Basics Market - Sandy Blvd,"Arts & Crafts, Grocery, Cooking Schools, Food, Shopping, Butcher, Specialty Schools, Cooking Classes, Education",5.0,23,45.5398243125,-122.6111544033,97213.0,1,8
2811,qCiUFCAN6pfBV20pUp1mOQ,Erica’s Soul Food,"Chicken Wings, American (Traditional), Restaurants, Soul Food",5.0,23,45.516772,-122.579384,97216.0,2,0
2891,VcniIEhnqb3ifBGymhqsxQ,Straightaway,"Food, Distilleries",5.0,23,45.5123361763,-122.6565360811,97214.0,0,2
5251,uP3OKpGEOiqMzpZgKSj4PA,Roste Chocolate House,"Bakeries, Food, Chocolatiers & Shops, Coffee & Tea, Coffee Roasteries, Specialty Food",5.0,23,45.5262975,-122.685266,97209.0,0,1
6323,0H_xK5PV1TsmBCnHQ0z8KQ,Mom & Pop Wine Shop,"Beer, Wine & Spirits, Shopping, Food, Arts & Crafts",5.0,23,45.5470403,-122.5918955,97213.0,2,8
220,juz9PQwych5_IQdLLqqi_Q,Giants NY Pizza & Subs,"Restaurants, Pizza, Sandwiches, Italian",5.0,22,45.4902821,-122.5689758,97266.0,2,0
4233,qoeEXOcesF4oqdEnkDcn3w,FiMi Kingston - Jamaican Jerk Shack,"Herbs & Spices, Caribbean, Restaurants, Specialty Food, Food, Food Trucks",5.0,22,45.478672,-122.567754,97266.0,2,0
4972,85gSD7tDQ7EOqX9BSdxCEw,Sophia Mediterranean Cuisine & Catering,"Middle Eastern, Mediterranean, Halal, Restaurants",5.0,22,45.520551,-122.6791795,97205.0,0,1
5038,6kUSHmDApPPt1LUFSXJmWA,J Vein Caffé,"Food Trucks, Food, Coffee & Tea, Specialty Food",5.0,22,45.540489,-122.609357,97213.0,1,8
6453,PQAIbEqxHwEme8T-rYPRDQ,Oak Street Coffee,"Food, Coffee & Tea",5.0,22,45.5217258272,-122.6782956823,97205.0,0,1
1701,oYR5pWMCtMJ9dpar3vEiCg,Welcome to JamRock,"Restaurants, Food Stands, Trinidadian, Caribbean",5.0,21,45.5226707,-122.6039461,97215.0,1,8
3937,GGv9sw09ZULDher5Zh2wxw,El jalisco 2,"Mexican, Food, Restaurants, Food Stands, Food Trucks",5.0,21,45.5270209,-122.8132054,97229.0,3,3
4592,mf_LZ9fBIXm9KUfbZKOrAg,Boxcar Pizza,"Pizza, Vegan, Chicken Shop, Restaurants",5.0,21,45.5289578,-122.6381938663,97232.0,1,2
4652,9RNU8sxUUKp8ka5BbwVd0A,DITTO,"Comfort Food, Restaurants, Food, Food Trucks, Vegan",5.0,21,45.5338139,-122.5477566,97220.0,2,4
4828,jOY6yQWsv7h5CJsYrLdyHw,Rock N Roo,"Beer, Wine & Spirits, Food, Nightlife, Pubs, Bars",5.0,21,45.5919987,-122.7563849,97203.0,3,7
691,nYY9MYGeueMPSLsoOjWV3g,Lion Heart Kombucha,"Breweries, Food, Kombucha, Shopping, Wholesale Stores",5.0,20,45.5944143,-122.6674005,97217.0,0,6
1332,wVD-M62Iu2SrGjH1EtDlSg,Iliamna Fish Co,"Seafood Markets, Specialty Food, Food",5.0,20,45.5147601,-122.6582976,97214.0,0,2
1974,gJNQLcFhqdt9WyasnVFa7g,Grandpa Jimmy's,"Restaurants, Food Stands, Southern, Soul Food, American (Traditional)",5.0,20,45.5405469,-122.6098498,97213.0,1,8
2058,Wrc6THRzxzAHMMW_MwZ3dA,Better Half,"Food, Coffee & Tea, Sandwiches, Restaurants, Specialty Food, Breakfast & Brunch, Cafes",5.0,20,45.5484053,-122.6670277,97227.0,0,6
4234,9POwIcGkoT1HetDaAOjINg,Big Ben's British Fare,"Restaurants, Fish & Chips, British, Food Trucks, American (New), Seafood, Food",5.0,20,45.4648315,-122.646709,97202.0,1,9
4947,4P_aea9zaFL_npnu-mriuw,Dean's Scene Home Brewery,"Beer, Wine & Spirits, Food, Breweries",5.0,20,45.5480912,-122.6142827,97213.0,1,8
6493,PLrzzHJequEpq9GDriML8A,Green Bridge Coffee,"Food, Coffee & Tea",5.0,20,45.4858578,-122.7219995,97221.0,3,5
276,3B33i7vqEFdZfQ3NK1wnYA,Peeples Baking,"Food, Restaurants, Desserts, Food Trucks, Breakfast & Brunch, Coffee & Tea",5.0,19,45.4558436332,-122.738234095,97201.0,3,5
1128,GWG0maTlAuIOxgDTp9BsiA,The Place,"Cideries, Nightlife, Food, Bars, Beer Bar, Wine Bars, Beer, Wine & Spirits",5.0,19,45.5003881,-122.6527378,97202.0,1,2
1279,_eFSWV8GCjPtfvsGZTlIeA,Xocotl,"Juice Bars & Smoothies, Food, Breakfast & Brunch, Restaurants, Vegetarian",5.0,19,45.4859677,-122.5883266,97206.0,1,0
1994,PzgjnIxMX0IOjKlUCDfcnQ,Iman's Beirut Kitchen,"Lebanese, Middle Eastern, Falafel, Restaurants, Mediterranean, Food Stands",5.0,19,45.5962036558,-122.7505770698,97203.0,3,7
2553,nk9_aDJOWb9nj00GWbw2PQ,Portland Short Bus,"Wine Tours, Local Flavor, Limos, Tours, Nightlife, Food, Transportation, Arts & Entertainment, Hotels & Travel, Party Bus Rentals, Event Planning & Services, Wine Tasting Room, Wineries",5.0,19,45.4863921,-122.5593741,97266.0,2,0
3655,ZpUXjIc7s-njJOdLBs42mg,Wine Dirt,"Wine Tours, Wineries, Arts & Entertainment, Hotels & Travel, Tours, Food",5.0,19,45.6008356,-122.760606,97203.0,3,7
4698,n9_SiRDUxy_ruFJriusemQ,Green City Smoothies,"Food, Vegan, Breakfast & Brunch, Street Vendors, Juice Bars & Smoothies, Coffee & Tea, Food Trucks, Restaurants",5.0,19,45.5049803,-122.6340753,97202.0,1,2
5259,O7e71jbpNM-wdtaj4QVFUg,Turkish Voodough,"Restaurants, Middle Eastern, Mediterranean, Food Trucks, Turkish, Food",5.0,19,45.5095690008,-122.6815119706,97201.0,0,1
5305,DjRlz2unXeiOdKqSGvjriw,Alecocina,"Food Trucks, Food, Restaurants, Argentine",5.0,19,45.486017,-122.588337,97206.0,1,0
7040,ynkffhIIxia1DFSPwc78-g,donna's macarons,"Food, Macarons, Bakeries, Desserts, Specialty Food",5.0,19,45.5254766653,-122.6830101857,97205.0,0,1
775,7KO5OF7oHGCE4w7xVqlVpQ,Ja Das Desserts,"Bakeries, Food",5.0,18,45.505603,-122.6882145,97201.0,0,1
1289,mlOVUxlcUDloURZYEyo7Nw,Crown Paella,"Event Planning & Services, Tapas/Small Plates, Spanish, Restaurants, Caterers",5.0,18,45.52319,-122.6958567,97210.0,0,1
1731,xQCZr7fmC779Iu3e3t1yGg,Sarah Bellum’s Bakery & Workshop,"Food, Bakeries, Event Planning & Services, Caterers, Coffee & Tea, Local Services, Community Service/Non-Profit, Restaurants, Gluten-Free, Cupcakes",5.0,18,45.4677960821,-122.7134549445,97219.0,0,5
2126,V7EnjkHxqqwOh2Msqk8s0g,Mahi Taco,"Food, Food Trucks, Restaurants, Food Stands, Hawaiian",5.0,18,45.5629709,-122.6591093,97211.0,0,6
4156,aAICaapwjAeohiIXRTBNJQ,Café Zamora,"Food, Coffee & Tea, Coffee Roasteries, Restaurants, Vegetarian",5.0,18,45.493455,-122.6243616,97202.0,1,2
5113,m0EZcwWSJPKvEetK9F6S6g,Slowbomb Coffee,"Bagels, Juice Bars & Smoothies, Food, Coffee & Tea",5.0,18,45.4858578,-122.7219995,97221.0,3,5
5322,9vV_80b3qfl20d_Idbv7DQ,Nourishment,"Restaurants, Food Stands, Breakfast & Brunch, Vegan",5.0,18,45.5357326,-122.6175095,97213.0,1,8
5588,teVf7-dxRxWkLZlJIN6AWQ,Ayus Ayurveda and Massage,"Health Markets, Ayurveda, Food, Beauty & Spas, Naturopathic/Holistic, Doctors, Health & Medical, Massage, Specialty Food, Midwives, Nutritionists, Traditional Chinese Medicine",5.0,18,45.4856372,-122.5946256,97206.0,1,0
5944,tkkuRDKRJXS0oZ5DlrmVng,Natian Brewery,"Beer Bar, Wine Tasting Room, Arts & Entertainment, Wineries, Breweries, Nightlife, Pubs, Food, Bars",5.0,18,45.5227415398,-122.6523505524,97214.0,0,2
6230,eXzLnjaymNOhuawQZccK-g,Sebastiano’s,"Italian, Desserts, Delis, Food, Restaurants",5.0,18,45.519581,-122.5806618,97215.0,2,0
6445,o3kdf1lOOVqiyjtEyZDzyA,La Bonita,"Restaurants, Mexican",5.0,18,45.5046381302,-122.6438073,97202.0,1,2
6944,gYPKipYyAXdSCl9GIZ6yiA,Bee's Cakes,"Custom Cakes, Desserts, Food, Food Trucks, Bakeries",5.0,18,45.4777177,-122.672617,97239.0,0,9
725,0uKY8HtNEuWUYnr4E8toGA,Portland Catering Company,"Party & Event Planning, Food, Caterers, Beer, Wine & Spirits, Event Planning & Services",5.0,17,45.4037478,-122.7576199,97224.0,3,5
865,n3neIK_8az0EnzrHpZGdww,DONYA,"Food Stands, Japanese, Japanese Curry, Restaurants",5.0,17,45.5211288,-122.6812121,97205.0,0,1
1387,o092Lb9e3HnalIeDSsaAew,Taste Portland Tours,"Food Tours, Beer Tours, Hotels & Travel, Walking Tours, Tours",5.0,17,45.5205043,-122.707349,97205.0,0,1
1453,zUTTPEcwJo1kwvx93iOujQ,Boedecker Cellars,"Wineries, Wine Bars, Beverage Store, Arts & Entertainment, Nightlife, Food, Bars, Wine Tasting Room",5.0,17,45.5407971,-122.7126132,97210.0,0,1
1662,0awn-tJ9oyOn_43_c4G-wg,Ovation Coffee & Tea,"Coffee & Tea, Food",5.0,17,45.4959099028,-122.6706998795,97239.0,0,1
1924,Olgy-1l2nmblr6zOEcIN7Q,Yum Yum Kebab,"Food, Restaurants, Sandwiches, Tapas/Small Plates, Food Trucks",5.0,17,45.4636025,-122.5796078,97266.0,1,0
2963,WvR_74SUuCsYO9Wy02KNFQ,Frogtown Tacos,"Food Stands, Tex-Mex, Tapas Bars, Restaurants, Tacos, Mexican",5.0,17,45.5053359961,-122.6439362769,97202.0,1,2
3995,axcLEoftHBpIz4wY3IpteQ,When Pigs Fry,"Food, Barbeque, Restaurants, Food Trucks, Sandwiches",5.0,17,45.4635086,-122.5794524,97266.0,1,0
4487,dlnw9yVGWBnu61G8Ccv2gA,Fonzi's Bakabana Cabana,"Food Stands, Restaurants, Caribbean",5.0,17,45.5122937,-122.6321764,97214.0,1,2
5861,3UW-c7uBxavZiW5kuZQDGA,Mac Wine Cellars,"Arts & Entertainment, Nightlife, Food, Bars, Wine Tasting Room, Beer Bar, Wineries, Wine Bars, Beer, Wine & Spirits",5.0,17,45.5627386105,-122.6951589435,97217.0,0,6
6221,fxTwO4KSP05chyZTBva2GA,Obon Shokudo,"Teppanyaki, Noodles, Restaurants, Vegan, Japanese",5.0,17,45.5176955,-122.6553658,97214.0,0,2
6892,0ggkjTO5IrbwumNj9MSTfw,Let's Roll - Killingsworth,"Restaurants, Food, Food Trucks, Asian Fusion, Sushi Bars",5.0,17,45.5629014,-122.6589563,97211.0,0,6
244,v2_7sEGUMSnluMT4yDa6aA,Slow Squeeze Juice,"Juice Bars & Smoothies, Food, Food Trucks",5.0,16,45.504588,-122.636204,97202.0,1,2
1579,jzQZXb93uuLfL1RVSUPNYw,Havana Station,"Caribbean, Restaurants, Cuban, Latin American",5.0,16,45.517708,-122.6553658,97214.0,0,2
1666,_79iH0uveky4el7h5E0PUQ,Cascadia Taphouse,"Wine Bars, Beer Bar, Tapas Bars, Restaurants, Bars, Pubs, Public Relations, Nightlife, Cideries, Food, Professional Services",5.0,16,45.528679,-122.816657,97229.0,3,3
1949,0NMKb4H_FSMvQyRLyuGyFQ,Wake the Sloth Cafe,"Food, Sandwiches, Breakfast & Brunch, Coffee & Tea, Restaurants",5.0,16,45.511817,-122.777965,97225.0,3,3
2049,6n7pJNJ3wurnXyicTQYReQ,A Yen for Chocolate,"Chocolatiers & Shops, Food, Specialty Food, Desserts",5.0,16,45.5295012,-122.6907936,97209.0,0,1
2445,wMfsMokflVsqKdXKmUQ0qA,Piknik Park Food Carts & Beer Garden,"Nightlife, Food Trucks, Beer, Wine & Spirits, Restaurants, Beer Gardens, Food, Food Stands",5.0,16,45.4642245,-122.6544946,97202.0,1,9
2942,n5VopM26NeE_vXO-WPraOg,Vivo,"Coffee & Tea, Food",5.0,16,45.516981,-122.655987,97214.0,0,2
4390,OwYljGWd7RGL50DSLpc17g,Nourish Northwest,"Health & Medical, Gyms, Do-It-Yourself Food, Cooking Classes, Shopping, Meditation Centers, Food, Trainers, Fitness & Instruction, Yoga, Nutritionists, Arts & Crafts, Active Life",5.0,16,45.5121848,-122.6101484,97215.0,1,2
4511,XxRkZJ79w5gdWrQfPbVuGA,Oregon Mead & Cider Co,"Nightlife, Wineries, Cideries, Breweries, Food, Wine Bars, Arts & Entertainment, Bars",5.0,16,45.5289366,-122.6439573,97232.0,0,2
4754,prpnOeLaL2jkDpVvbidJrg,Foxy Coffee Co,"Food, Coffee & Tea, Coffee Roasteries",5.0,16,45.5162721,-122.6262721,97214.0,1,2
5837,fAbDqqt-ZEX0lVs0HNj7lA,Kris' Fish,"Seafood Markets, Specialty Food, Food",5.0,16,45.4671365,-122.7128606,97219.0,0,5
6871,WjSe86B9OeuV0P7UDVxXqw,Hamono Sushi,"Restaurants, Japanese, Sushi Bars, Asian Fusion",5.0,16,45.5004044,-122.6533657,97202.0,1,2
259,P9RA0JpiPlrf8RbPoKByXA,BoozeHound Baked Goods,"Desserts, Cupcakes, Food, Bakeries",5.0,15,45.529706,-122.6907712,97209.0,0,1
315,u-FbwIeWhwVWh9-HOfI_pg,Henry's Market,"Food, Convenience Stores",5.0,15,45.5167392,-122.5791455,97216.0,2,0
1735,hS-1nVFSPBkN3G0dM4Q9mQ,Shoofly Vegan Bakery,"Food, Cupcakes, Bakeries, Restaurants, Vegan, Desserts",5.0,15,45.5352835,-122.6037536,97213.0,1,8
1967,Gs8du1_S5-uDCdi4LyAkfg,El Pollo Feliz,"Restaurants, Food Trucks, Mexican, Food Stands, Food",5.0,15,45.5779471,-122.6502682,97211.0,0,6
2400,MTaloSnya1_Qxz6ibvansQ,Art ala Carte,"Education, Art Supplies, Amusement Parks, Party & Event Planning, Party Supplies, Arts & Crafts, Food, Coffee & Tea, Specialty Schools, Shopping, Event Planning & Services, Active Life, Art Galleries, Arts & Entertainment, Art Schools",5.0,15,45.5576731,-122.6621302,97212.0,0,6
2800,qw5ciWREXWGOuJYCD4AHlQ,Harney Street Cafe,"Restaurants, Breakfast & Brunch, Sandwiches, Cafes",5.0,15,45.4622865,-122.647318,97202.0,1,9
3986,BcInZSQYyH-aXzA_EhTMqA,My Vice Food & Spirits,"Specialty Food, Restaurants, Pasta Shops, Sandwiches, Food, American (New), Salad",5.0,15,45.5082469,-122.6229392,97214.0,1,2
4020,nFWIhBF1lDmjV30E8AF1Ig,El Coquí,"Restaurants, Caribbean, Food Stands, Puerto Rican",5.0,15,45.486138,-122.588967,97206.0,1,0
4710,QtbrSnqSPJbmxbmwp1IVFQ,Open Wide Deli,"Sandwiches, Breakfast & Brunch, Restaurants, Food Trucks, Food, Food Stands",5.0,15,45.5169071812,-122.6752552763,97204.0,0,1
5776,0R_9ep7xC9rV5_guOARUzA,Sisters Of The Road,"Community Service/Non-Profit, Cafes, Local Services, Restaurants",5.0,15,45.5243004,-122.6766336,97209.0,0,1
1204,eP3xKXSr7z5ZEsq9kWYo5Q,Moxie Rx,"Juice Bars & Smoothies, Restaurants, Food Stands, Food",5.0,14,45.5520966,-122.6755273,97253.0,0,6
1247,a5E-MyIH4zKa6AjhXICI0w,Ancestry Coffee,"Breakfast & Brunch, Coffee & Tea, Restaurants, Food",5.0,14,45.5119268,-122.6173615,97215.0,1,2
1803,ivwHVLNEaTTwpOqaPPwbQw,La Mai Plate,"Thai, Restaurants, Asian Fusion, Food, Food Trucks",5.0,14,45.467498,-122.6532781,97202.0,1,9
3154,b0kmpwni5pNY66uDqZH6zA,Killa Dilla,"Restaurants, Food, Food Trucks, Breakfast & Brunch, American (New)",5.0,14,45.5843739,-122.6871624,97217.0,0,6
4170,kiD_H3iNYaXalRuhSR4vfQ,A Wonderland of Food,"Food Delivery Services, Event Planning & Services, Caterers, Personal Chefs, Food",5.0,14,45.5767359,-122.6386722,97211.0,0,6
4778,FfeQ2Q-HNLAh_BrSoIuORg,Anthology,"Restaurants, Salvadoran, Latin American",5.0,14,45.4789014,-122.612563,97206.0,1,0
4866,Li9PUXWq68-uD4Yz9auk0A,Portland Wine Storage,"Self Storage, Local Services, Arts & Entertainment, Wineries, Food",5.0,14,45.521267,-122.662429,97214.0,0,1
5130,Ho00yQMiaKZUrQqqF2C3RQ,Maruti Express,"Food, Indian, Restaurants, Food Trucks, Vegan",5.0,14,45.5892013,-122.5934769,97218.0,2,8
6208,bSoZryROUrzPGY8bJ4UUXQ,All Jarred Up,"Food Stands, Food, Specialty Food, Ice Cream & Frozen Yogurt, Desserts, Restaurants, Bakeries, Food Trucks",5.0,14,45.520526,-122.673215,97204.0,0,1
290,0Qo05vr-SIml4clER4zThg,Turkish Agha,"Middle Eastern, Food, Turkish, Restaurants",5.0,13,45.4936755,-122.5793608,97266.0,2,0
555,SS7dMwnMMMydfvWcmjwRBg,Alter Ego Cider,"Arts & Entertainment, Beer, Wine & Spirits, Wineries, Breweries, Cideries, Wine Tasting Room, Food",5.0,13,45.5082200696,-122.658954354,97214.0,0,2
1192,Vk15Ic7mZSXbFA3P62k3Lw,Little Ethiopia Eatery,"Ethiopian, Food, Restaurants, Food Trucks",5.0,13,45.5261356,-122.5011022,97230.0,2,4
1436,vD-v4QY957ACsKHB76GV_g,Fiji Emporium,"Grocery, Food",5.0,13,45.5801264,-122.681829,97217.0,0,6
2540,nAcSP6U6E13EUuKEy2Y1JA,Outside the Lunchbox,"Food Trucks, Restaurants, Food, Sandwiches, Food Stands, Creperies",5.0,13,45.5404852,-122.6093527302,97213.0,1,8
3624,ezXZQU-IiCy5JtMCrZ7yPw,Go Poke,"Desserts, Asian Fusion, Restaurants, Hawaiian, Food, Poke",5.0,13,45.5263601,-122.6859191,97209.0,0,1
3758,s5mZE3r4E_T1Rb5aTQ3nRg,The Soup Cart,"Restaurants, Soup, Food, Comfort Food, Juice Bars & Smoothies, Food Trucks, Street Vendors",5.0,13,45.508659,-122.6557284,97201.0,0,2
3814,xhdJzd1a8fBFzvGED60KFw,Noah Halal - Gyros & Shwarma,"Middle Eastern, Food, Halal, Restaurants, Food Trucks",5.0,13,45.4967177609,-122.6267828837,97202.0,1,2
4569,BvpABPKyg0w54Xnrt_Ifrg,Keeper Coffee,"Food, Restaurants, Coffee & Tea, Bakeries, Cafes",5.0,13,45.489991,-122.619976,97202.0,1,2
